cigarette_packs_per_day,datavizitis_deaths_per_thousand,coffee_cups_per_day
0,5.242682418359722,1-5
2,15.982248952680656,5+
2,14.262337577672703,0
1,10.369156064389273,1-5
2,16.387290837266743,5+
2,14.736713895821419,1-5
0,4.537937835447602,0
2,16.18332899281107,0
1,9.29068618042064,1-5
2,16.57297804776601,1-5
2,17.86387249461936,1-5
0,3.714013967365018,0
0,3.118955396846225,1-5
0,4.803818595604875,1-5
1,10.221562505126144,1-5
2,15.26913362615523,5+
2,16.953260663321036,5+
0,3.161394200276751,0
1,10.192918623031611,1-5
1,8.894139179241106,1-5
0,6.2193779062072965,0
0,6.492515353168118,0
0,3.733343412216652,1-5
2,14.95044286409142,5+
0,5.359587886979802,0
1,9.112869350210484,5+
1,9.454588782067761,0
0,4.52538842054241,0
2,13.580326843802343,5+
2,15.486162253905762,5+
0,3.810272225935826,0
1,9.006877177600227,1-5
0,5.943632003468814,0
0,3.2434931057207437,0
0,5.313205186747977,0
1,9.221037069668192,1-5
1,9.220239831504166,0
0,5.290371896051711,0
0,4.84005129456889,0
2,16.07061299721953,5+
0,5.468184660532861,0
0,4.168691616816678,0
1,8.88776326549225,1-5
2,14.414849473442201,5+
0,3.674589470021045,0
1,12.449094425308726,5+
2,16.744679580736786,5+
0,3.1489256337919787,0
1,8.17754204325643,0
0,4.981866061718492,0
1,10.047264797377967,1-5
1,10.048883835317364,0
1,9.245044206446302,1-5
0,4.3745457399970995,1-5
2,15.827879524159357,0
0,4.585893006293331,1-5
0,2.280699627252465,0
0,4.270200369424806,0
1,8.648593565739686,0
1,9.675211418908512,5+
0,7.48525900260341,0
1,9.867481665474305,1-5
0,4.186470313827602,0
1,10.421801501977253,1-5
0,4.982687887209213,5+
1,9.920094490451842,1-5
0,5.106850593215671,0
2,17.556543564829543,5+
0,3.3691115646740846,0
0,4.973632076811454,0
0,3.5736188700184615,0
2,16.055512646342248,5+
2,14.581313488513906,1-5
0,4.082633186394916,0
1,9.204910085762094,1-5
2,16.47581671934471,1-5
1,10.418454443942414,1-5
1,8.254282623553616,0
0,4.554934110999849,0
0,3.7904201452508275,0
2,14.241495089324665,5+
2,15.28298294957563,5+
1,9.19151721154418,5+
0,6.926716486345523,1-5
0,4.9329598253606965,0
1,8.122382499245763,0
2,14.935225995829057,5+
2,16.5213832954294,5+
2,17.588442772869925,5+
1,7.914016687762041,5+
0,2.620075614860955,0
0,6.370965175371782,0
2,15.889614177370904,5+
1,8.631707268123634,0
0,5.034629086122435,0
0,1.8642522609831222,1-5
1,9.50337550659716,1-5
0,4.827821172843085,0
0,5.42427013953783,0
1,8.486104047707462,5+
1,9.585687161403358,1-5
1,8.574575373940412,1-5
0,4.755383755674317,1-5
1,8.604653677636977,1-5
0,4.0918991608397794,0
0,3.5041846052097707,0
1,10.151136241823657,0
1,10.358451116656665,5+
2,15.265379430042586,5+
1,9.538237994960028,1-5
1,8.051408585366456,1-5
0,4.200323351993213,0
0,4.449795382958255,0
0,7.1207930910299755,0
0,3.3880329742258364,0
2,16.964177238752438,1-5
0,5.496858773465808,1-5
2,15.780636404490137,1-5
1,11.258620484195134,0
2,15.872105472606863,5+
1,9.88915919566793,5+
1,9.446879346982454,1-5
1,10.723568882418627,0
0,5.5964692338108835,0
1,8.874322712503787,1-5
0,3.180752805401233,0
0,4.297019362604343,1-5
1,8.699961435602354,5+
0,4.436475425384645,1-5
2,16.73743813468414,5+
2,15.04269834491321,5+
2,15.457176618688425,0
0,4.558022734808395,5+
0,5.348430882205284,0
2,13.253110666015395,1-5
1,8.893299705234703,1-5
2,15.711283692279473,1-5
2,16.70007895642686,5+
2,15.008097552493794,5+
0,2.623447293958126,0
0,5.119711445966137,1-5
2,14.86463761117437,1-5
0,3.3103333409096387,0
0,3.8756546102867757,0
1,9.315474642344151,1-5
2,14.895255335461787,5+
1,7.29443394290093,1-5
1,10.397066196887133,1-5
0,5.774875041278722,0
1,10.151521991339505,5+
2,14.362314329575183,1-5
0,4.298508466052482,1-5
1,9.493478684770542,0
2,16.09879438956191,1-5
1,10.16834048871808,1-5
1,8.765826201221504,5+
1,9.58199555641356,1-5
0,4.957280404615241,1-5
0,5.9558223221467665,0
2,16.204506539824724,5+
2,16.28905668737552,1-5
2,15.58382662792936,5+
2,16.910459145203504,1-5
1,9.909762795959498,5+
1,8.63891208982643,5+
2,16.90336997012519,5+
1,10.197903272539028,1-5
1,9.056955978871517,1-5
2,15.020507032600756,5+
2,15.796575545140762,1-5
0,4.963184795267585,0
0,4.697292265631207,0
0,4.811308673442885,0
1,11.19995737457638,0
0,5.571543152234886,0
1,9.690635591265025,1-5
1,10.441310580767484,1-5
0,3.4674760964724607,0
1,9.897927049946809,0
0,6.30930634973311,0
0,4.281954104607626,0
2,14.652366071380914,5+
0,3.8479111114069395,0
0,3.4103669626576116,0
1,8.715238091872296,1-5
2,15.12949190140997,1-5
0,3.0944329808213578,1-5
1,9.515618333949604,1-5
0,5.402277173786647,0
0,3.5922438198530795,0
1,11.019283923641769,0
1,10.010792088527595,1-5
1,10.530580585624058,1-5
1,8.842165446147863,1-5
2,16.354525227066617,1-5
1,8.408066099604687,0
0,5.390247500836509,1-5
2,15.67183933979353,5+
0,5.053251219984784,0
1,8.324405394375148,1-5
0,3.604930157723395,0
0,5.097228218253385,1-5
2,14.5516519957758,0
2,15.963206292099123,1-5
1,8.132862193539754,5+
1,10.348174212666668,0
0,3.267476685231491,0
0,5.052299937679523,5+
0,5.125630933646001,0
1,8.803228181570425,1-5
1,10.082026567084727,0
1,9.760442263333555,0
0,3.961158143807262,0
2,14.491445315923793,5+
1,7.537374308327421,1-5
1,9.849650047299694,1-5
1,7.935197228637945,5+
1,9.595344199441309,1-5
0,4.236551783917751,0
0,5.179142775438195,0
2,15.197954500510136,5+
0,4.1705522136529085,1-5
0,5.231870704288296,0
0,4.835058029084117,0
0,4.816155957182779,0
2,15.969267589808526,5+
1,7.964427876792894,0
1,10.256788679986983,1-5
0,5.112468794013602,1-5
1,8.483316871423503,1-5
1,9.2559195263258,1-5
0,4.460692712372369,0
1,9.365503215598267,1-5
0,4.833859966568535,0
1,10.931366781831183,5+
1,10.581766727672829,1-5
0,3.1877808065685937,0
0,5.1220699903060485,0
1,10.828933319535409,0
1,9.886808520689202,1-5
2,16.59098042518597,5+
1,11.512270445700764,5+
0,5.523709546106981,0
0,4.749308595641729,0
1,10.545088474084753,0
0,4.644887833096891,1-5
1,9.523903043284955,0
2,15.148585764286267,5+
1,11.063413358832108,1-5
0,3.6815713340579985,1-5
1,11.032367724678116,1-5
1,9.999864123740371,1-5
1,8.100693825198059,1-5
2,15.867649292991421,5+
0,2.399973492348376,0
2,16.125508016831034,5+
2,16.385231482988992,1-5
0,3.9076440443479465,5+
0,4.623547695955582,1-5
0,6.454157433750286,0
0,3.9942532957380634,1-5
0,3.4410924129433997,0
1,10.9816634024626,1-5
0,6.462587190530795,0
0,4.503695671847847,0
2,16.511463035408354,5+
0,5.841475915530881,0
2,14.757515767461616,5+
0,4.0146941646321315,0
0,5.730874513154735,1-5
1,11.18501427870851,0
1,10.062880860174355,5+
2,14.620185646497946,5+
1,11.487061111699441,1-5
2,14.969029102188035,1-5
0,4.1648622188285485,0
0,4.842337834489621,1-5
2,17.054160420714773,1-5
2,16.353975976552224,5+
2,15.91486550036191,1-5
1,9.963288530118106,1-5
0,4.543514668643466,5+
2,16.058139514518505,5+
0,1.970439922305697,0
2,15.203392540930201,5+
2,15.741321934916781,1-5
1,8.348985916380492,1-5
2,15.88632331781156,5+
2,15.295528779013878,5+
0,6.2554756983154896,0
2,17.073019725214856,5+
1,9.034194430881836,1-5
2,15.349162288433305,1-5
0,4.4260524343916074,0
2,15.048340523840377,5+
0,4.695024984028127,0
0,3.74171793111241,0
2,14.369384665062473,5+
0,5.122711223900269,0
0,5.129529584221811,1-5
2,14.695684240340007,5+
2,16.3953554307626,1-5
1,8.86842227083467,1-5
1,9.753165238037981,5+
1,10.320344012612455,5+
0,4.466387435296287,0
0,4.954740912141134,0
1,8.983570356112429,1-5
2,15.303533416571902,1-5
2,15.29414056911966,5+
2,14.75342165345976,1-5
0,4.323225836884218,0
1,7.9513817011362535,1-5
0,4.008846252857896,0
1,9.21512450663033,1-5
1,9.24382024750462,1-5
2,15.25850255412922,1-5
0,4.438235800139871,0
0,4.979441518086064,0
0,5.374517074132522,0
2,14.850234773151733,5+
1,8.296799144610855,1-5
0,3.457955587756897,1-5
0,4.012797078805073,1-5
1,9.14807868218349,5+
0,3.730003933802543,1-5
2,14.203883335750106,1-5
1,9.043879172525811,0
0,4.681426620113971,0
0,5.095029465835565,1-5
2,14.942576946891679,5+
0,4.087002177856566,1-5
0,3.573301691152689,0
2,15.468560829625224,5+
2,14.651571365809186,5+
2,16.0731278132412,0
2,13.714133508065888,5+
0,4.140370327547537,0
0,4.801107339191742,0
2,15.683834516322504,1-5
1,12.193033663980497,1-5
1,9.849800024567907,1-5
2,14.49594540315799,5+
0,4.404535752910927,0
1,7.723753666533549,1-5
0,4.419400250703239,1-5
1,8.666943942999241,5+
0,5.415390275560162,0
0,3.950459725404465,0
0,4.383234084204753,0
1,8.864442158595597,0
1,11.23885135185333,1-5
1,9.178757233882088,5+
2,17.332557043479202,1-5
0,5.314151762118266,1-5
0,4.982066727335386,1-5
2,15.86873314731752,5+
0,4.893797298216252,0
2,13.57232742065439,5+
0,4.221116605849243,0
2,16.34515797118432,5+
0,4.451102816525895,0
2,14.094810153196425,0
1,9.44759554942253,1-5
2,17.204105516255492,5+
0,5.746891715534719,0
1,9.437995990633969,0
2,16.451449277058085,5+
1,9.133492979631948,0
1,7.796128413173281,5+
1,8.575534011870445,0
1,11.062888768508198,0
1,9.226006918170695,1-5
1,9.256616020624982,1-5
2,15.20016180372512,1-5
0,6.404136589573007,0
0,6.125958915362063,5+
2,17.718780233448133,5+
2,15.340954789599948,0
1,9.795624488747094,1-5
1,7.983357450579209,5+
0,5.976934426118275,0
0,3.3322204487320652,0
1,9.71677556376263,1-5
0,3.402697472367156,0
1,8.911133173261303,1-5
0,3.6627375689502997,0
2,14.892124739324181,1-5
2,14.960877296851022,5+
1,8.951731205074923,1-5
1,10.333333911780308,1-5
0,3.3951372069374797,0
2,15.720541427013867,1-5
1,10.717959152305559,5+
0,3.986803635486604,1-5
2,14.782081109252399,5+
2,15.269475374819748,1-5
2,16.67972520836071,1-5
1,9.694107630953358,1-5
1,8.968785705392401,0
1,9.983876651188039,5+
2,14.397707850163577,1-5
2,16.18135951044295,5+
0,4.908607307701768,0
0,4.192191528861116,0
0,3.661414201552769,0
2,14.613319077716543,5+
2,16.03481733634591,1-5
0,5.728980502489062,1-5
1,8.862692252971206,0
0,4.958386703551485,1-5
2,13.412972981397932,5+
2,14.9153822693428,1-5
2,15.468941067129098,5+
1,8.590316583018167,0
1,8.563493625210404,5+
0,3.8322204435311136,0
0,4.792192728326373,0
2,15.312670981593625,1-5
2,13.261768766675027,1-5
2,13.379299847364933,5+
2,14.893134822142825,0
1,9.957686586053551,1-5
2,12.752495157274765,5+
2,15.00026982384837,5+
2,14.973752143482578,1-5
0,5.888337778208448,0
1,9.114978188287136,1-5
0,4.882988984740928,1-5
2,15.641257140087463,1-5
1,7.3694335201928,0
0,5.268207216631737,0
1,9.715396505456289,1-5
1,10.00826863967459,0
0,8.426237706436327,0
0,2.4158870605014116,0
1,11.224696649761109,5+
1,9.212552480599644,5+
2,15.78732890440301,5+
1,9.454487754698757,1-5
2,15.075763666601956,1-5
1,8.930167071761241,0
1,9.82950873557301,1-5
2,13.98282630332832,5+
1,10.250579167521765,1-5
0,4.083805595114746,1-5
0,3.369930660959642,0
2,15.049987142004186,5+
1,10.757149216862572,1-5
1,8.964664912983777,1-5
0,4.85845361820962,0
0,3.7690437242845265,0
0,5.257921849923619,0
0,5.185507738790204,1-5
1,11.348608833296412,5+
0,4.324436054500785,0
1,10.168654804757907,0
2,15.598067539538945,5+
0,5.795871781863014,0
1,8.78116761239127,0
2,16.245005312877282,5+
0,4.305302703883318,5+
1,9.435811822891502,5+
2,15.591752484448373,1-5
2,15.752240396426677,5+
0,4.383770956878042,1-5
2,15.714713183170526,5+
1,11.078118057562184,1-5
0,5.485449685615219,1-5
1,10.369154592496896,1-5
2,15.044460473976129,1-5
1,8.610759171771676,1-5
0,5.455300558237753,0
1,10.376046792529793,0
0,5.972670675750982,1-5
0,3.8960193740307707,0
0,4.270451344639653,0
0,2.8605158374745656,0
0,4.1075288939391275,0
0,5.496570510579447,0
1,9.033504620771803,0
0,5.140479795200823,0
0,4.309496894002189,0
2,15.82405702822156,5+
1,8.352308610184332,0
1,9.5852094496339,1-5
0,1.5088640290992767,0
0,4.313103841838015,5+
0,2.86952675628486,0
0,5.705994516546816,0
0,5.277407352764511,0
0,4.966670981966081,0
0,6.02100622715938,5+
0,3.551083479175163,0
1,11.247363197915558,1-5
0,5.432191564260385,0
0,4.2634447127810535,0
1,10.635620147182944,5+
1,8.393706487588366,1-5
0,3.6754858384723263,0
2,14.8914102767603,1-5
1,8.971022291935984,0
0,3.4434423572397472,1-5
2,16.723083067095324,5+
2,15.241145599630169,1-5
0,4.85250496835688,0
0,3.9296486335863197,0
2,13.679396699451482,5+
1,9.770057358391423,1-5
0,2.587745024580223,0
0,4.431365953914532,0
0,3.1316849611671893,0
1,11.487275999230809,5+
1,10.411362722174722,0
0,4.60575379127148,0
1,10.76370667765467,1-5
1,8.653684022534264,1-5
0,5.043479378670093,0
0,4.699810433718714,1-5
1,9.76402008133367,1-5
2,16.772353500106767,5+
1,10.232492102779803,1-5
1,9.788723662825022,0
0,2.845112563771704,0
1,8.539953704720537,1-5
1,9.377291066404275,0
0,4.593372374276651,0
0,3.369796275326076,0
0,6.911676675578422,0
0,6.016394055253572,0
0,5.102118320392483,0
0,4.5720368612837445,0
0,4.287791030098848,0
0,3.5480815399777645,0
2,15.577480518518863,5+
1,9.75775254014275,1-5
1,8.258239424518376,1-5
2,15.834176417244898,1-5
1,9.34474095117525,1-5
0,2.592192442122609,0
1,8.639614989220497,5+
1,9.086394466578355,1-5
1,11.38768765734019,1-5
1,10.056553124533758,1-5
0,3.1645184309001086,0
0,4.986036289417637,0
0,2.9526960110616347,0
1,10.582691053887073,0
1,9.02887534818212,1-5
0,4.406363811260829,0
2,16.82579664754219,5+
1,8.21283643141575,1-5
0,3.1028818148870085,0
0,3.916400673653995,0
0,5.538378851019317,0
0,2.980653924523158,0
0,1.6678444018894312,0
0,4.0488411415910015,0
0,5.05174079991092,0
0,5.7002617497388295,1-5
2,15.0368386379146,5+
0,4.088573392883998,0
1,10.653900734255748,1-5
1,7.630258300304579,1-5
2,15.111479224816991,1-5
0,4.690423889925058,0
0,4.9492187212850345,0
2,14.990193306809118,5+
2,15.534441011705841,1-5
2,13.01167264658701,1-5
0,3.8417515876661517,0
0,4.953508712554467,1-5
1,8.517705965745321,1-5
2,15.558984221589597,5+
1,9.946872500802698,1-5
1,9.157450799142236,5+
0,4.670463770996571,0
2,14.537267434715387,5+
0,4.293388720303954,0
0,5.110216169589222,0
1,9.656972960968433,1-5
1,8.913468730436065,1-5
0,4.724216404290793,0
0,5.214609790636618,1-5
1,7.450058721422522,1-5
0,5.659074064955898,0
1,9.163745261318928,0
0,4.925489933240231,0
1,10.697246923645228,1-5
1,8.128326302769533,1-5
0,3.7905589975724534,0
0,4.211451304124295,0
0,3.7162464788755716,5+
0,6.234936575836809,0
2,14.643227906173207,5+
0,3.9444532205131333,0
2,15.704389031602977,1-5
0,3.297850473923911,0
1,9.104319288243737,1-5
2,15.817453261250176,5+
1,9.167139595617488,0
1,9.40661314110005,0
1,8.97066788755163,5+
0,2.985529690819233,0
2,15.821593211339238,5+
2,17.25493307164724,5+
2,15.518401630783439,5+
0,4.72526411724755,0
1,10.19272275511686,0
2,14.230669503453301,5+
0,6.202514658129606,1-5
0,4.702328796422802,0
1,11.131856899089108,1-5
1,8.76696700447601,1-5
2,17.318061922557824,5+
0,5.275155494034783,1-5
2,16.05304008585236,5+
0,4.734024454353148,0
0,4.25147138192555,0
0,5.7005316584738726,0
2,15.640359869848046,5+
1,7.5329302964128475,1-5
1,8.382813538292998,1-5
0,4.314154247807252,1-5
2,15.809998983165555,1-5
0,4.443411511100104,0
2,16.718970789793662,5+
1,7.548898135961375,1-5
0,4.64358793650516,1-5
1,7.6820207746128455,1-5
0,5.259712295484168,0
1,9.405541285557998,1-5
1,9.919609972024118,1-5
0,3.636117039410234,0
2,16.779464931657753,1-5
0,5.541724664058851,0
1,10.083544303011887,0
2,15.370482753136558,1-5
1,10.079857285295132,1-5
0,3.793107432012651,1-5
2,16.355555659020713,5+
1,11.14948089432392,1-5
0,5.570610559979186,0
0,3.7703975301925903,0
2,15.861417317273103,1-5
1,8.206858456241353,0
1,10.072390311175676,0
2,15.950603412862538,5+
2,13.630183660467836,5+
0,3.338216156087636,0
0,4.216861103256233,0
0,4.1991402528591735,1-5
1,8.290523064581194,1-5
0,4.888978729352184,1-5
1,9.751473608940511,1-5
2,15.305730868021481,5+
2,14.744208499841637,5+
0,5.548707126416564,0
2,17.155407113088295,5+
0,4.016438516153463,0
2,14.88783308284518,5+
0,4.991207665411996,0
0,4.141970620253014,0
2,15.360602799336766,5+
0,5.239653151724672,1-5
0,2.590643912492707,1-5
1,10.81830232485267,1-5
1,9.572680524329341,0
1,9.088506855437819,1-5
1,9.41076584577855,1-5
1,9.462429355020518,5+
0,2.7687986965550744,1-5
0,5.994938227453236,0
0,4.541325632270619,1-5
2,15.943002130447375,0
1,10.451549770574044,1-5
1,8.478837542439699,1-5
1,9.973471899035228,0
2,15.232358909101206,5+
0,5.346770775216494,0
1,7.372772579648505,0
1,9.40090569975873,1-5
1,8.897179344216038,1-5
0,4.932262950634155,1-5
2,15.970044187368202,5+
2,14.792374105177974,5+
1,8.787826135823956,1-5
1,9.38933463144267,0
2,14.603357772684792,1-5
1,10.341983695452127,1-5
0,4.1307927995525535,0
1,6.593011780678358,1-5
1,9.125177943378194,1-5
1,8.461456179156027,1-5
1,7.8687241845390545,0
2,14.262573361777427,1-5
2,15.60940847183297,5+
1,10.828640828248231,1-5
0,4.81318447386498,1-5
2,14.89349661178426,1-5
2,15.955904195170703,5+
0,4.040909689781008,0
2,14.805399630836856,0
2,14.345637331767016,5+
1,7.748171193248281,1-5
1,9.110076293440555,1-5
0,4.658053489920132,0
0,4.40337632998511,0
0,4.084033072052641,1-5
2,14.55425393930322,1-5
0,5.108246191684969,0
0,3.182868080053415,0
0,5.276027913843476,0
1,8.497782981073275,1-5
2,14.747564762646965,1-5
0,3.033214809384323,0
0,3.9985978531143633,0
1,10.47531245847798,5+
1,10.015628088443956,1-5
0,5.478422112028035,0
1,10.022142545933935,1-5
0,3.396330171469631,0
0,4.169210775672442,1-5
1,8.719800870882537,5+
1,10.83057490403904,1-5
2,14.303211353573689,5+
0,5.393697689389111,0
1,10.39295387010877,0
1,11.329620201716088,1-5
0,4.090313407370503,0
1,10.212322159580163,1-5
0,6.781651836538843,1-5
2,14.882358323066303,5+
0,2.9649597524676405,1-5
1,7.619989966092236,1-5
0,5.212712028861331,0
2,13.616849791941416,5+
1,9.127680947062077,1-5
1,9.93731318703896,5+
0,4.685175536829914,0
1,9.925444864184172,0
0,4.722289855800854,0
2,16.778865813313395,5+
0,3.547683619261203,0
0,3.8230048615414685,0
0,3.7273405547291762,0
1,10.33019181186261,1-5
1,10.400398588395063,1-5
0,4.9512253193185085,0
2,16.683493666889927,1-5
1,8.321959132623618,1-5
1,11.167224111551137,1-5
1,11.023238621712258,1-5
1,10.235621997245747,1-5
1,11.28179890877106,1-5
0,2.843376792322226,0
0,3.975551863737348,0
2,14.764696539318047,1-5
2,16.221479323757343,5+
0,3.4498592603978544,1-5
0,5.257495149337485,1-5
1,10.870536143996713,1-5
1,10.195202900083999,1-5
0,4.783751023661501,0
0,3.512126659099251,0
1,8.653149033874636,0
1,10.749618905296666,1-5
0,5.279349003905333,1-5
0,4.460980480622456,0
0,4.082090454234109,0
1,7.474192126888623,1-5
0,3.4291475813155614,0
0,6.411419087139723,0
2,14.219544428997533,5+
0,4.689479821221081,0
1,10.507443973195198,1-5
0,3.2450773319977078,0
0,4.684710474781084,1-5
0,5.437915537510655,0
1,9.512499321907251,1-5
2,18.368403055666768,5+
2,13.831400741121804,5+
0,5.558728529883879,5+
1,9.327198262603536,0
0,5.271920154836675,0
0,4.941307151699246,1-5
2,14.766843802890003,5+
0,4.72899639245934,0
0,2.642098548601713,0
0,5.103247500571394,0
0,4.798158465990525,1-5
0,5.138660168643103,1-5
1,10.55811832508715,1-5
1,9.867619840209711,1-5
2,15.648089419798277,5+
2,14.618931663338708,1-5
0,3.787779236350949,1-5
0,5.686734620177331,0
0,5.936335405705979,0
1,9.261889563687946,5+
0,4.546002747253274,0
1,8.595385625006234,1-5
1,10.672756845267445,1-5
1,10.165416823691778,1-5
1,11.441217436463749,1-5
0,3.621676922820261,5+
2,15.121992100981783,5+
2,15.731445922525573,5+
0,5.1464895377257704,0
2,15.284332362452368,0
1,8.6270389095463,0
2,16.38140752892357,5+
2,16.22113536254558,5+
1,8.583725899436274,1-5
0,5.855442801105496,1-5
0,5.670198709196604,0
1,9.634296497247792,1-5
1,9.579597862376037,1-5
0,5.054057771115907,0
0,3.638296929743742,0
2,15.530031479164082,5+
2,13.34761645539082,1-5
1,10.376455645502936,5+
0,2.938506777558141,0
0,6.003419828428999,5+
0,4.169879906033549,0
2,15.288333018068823,5+
0,3.8722660939154943,0
1,9.211961126077924,1-5
0,5.918531345148036,1-5
1,7.01219134346492,0
1,10.776965386088188,0
2,15.838023481101708,5+
0,3.2929783521427844,1-5
0,3.424687606950762,0
0,6.176393027208203,0
2,14.554493120057268,1-5
2,14.34664948940404,0
1,10.637314542364729,5+
1,9.838552876285915,0
1,8.562074423463601,1-5
0,4.716624975404619,1-5
2,14.474247316359723,1-5
1,10.600821398422605,1-5
0,5.5613709648731335,0
1,10.032006198821943,1-5
0,4.861661061247016,0
0,6.261188124867374,1-5
1,9.499686327388225,1-5
0,3.3181258745791986,0
1,9.949473912832307,1-5
0,6.586047049537114,0
0,3.485240506814148,1-5
0,4.138537233306014,0
0,4.916446038101452,0
1,9.44609515099426,0
0,3.5176964196226854,0
1,10.62185785623047,0
1,11.820040722017259,1-5
1,9.696131459023908,1-5
2,14.595931710263999,5+
1,7.9510394749465245,1-5
0,4.757975981221181,1-5
0,5.603877343316258,1-5
0,4.975167746495382,0
1,9.497596159081146,1-5
0,3.910728348210694,0
1,8.40783636728191,1-5
1,10.334751326324882,1-5
0,5.413771621385585,0
2,13.954270213309266,5+
0,6.089838978180683,0
0,5.074071220894002,0
1,10.899594645145793,0
1,8.157872251514885,1-5
1,8.134175844584561,1-5
1,9.351030690232703,1-5
0,5.002784426895194,0
2,17.296360822926964,1-5
2,16.20607891381513,1-5
1,9.257318723187966,0
0,3.4736307923341077,0
1,10.73000057271915,5+
0,3.535294574249285,1-5
0,6.128468554772322,0
2,15.21561535039349,5+
0,6.090582072617851,0
2,16.17893129005928,5+
1,9.363004510557541,0
0,3.9806036281738733,1-5
1,9.15909212265392,1-5
2,15.928316692375237,1-5
1,9.577156496217716,5+
2,14.906188591931295,0
1,9.334368589682368,1-5
1,9.578577029719149,1-5
2,13.371265905585188,1-5
0,4.958168114788698,0
1,8.520278775283193,1-5
0,3.346667596794255,1-5
2,13.81265565288929,0
2,13.70610750213211,5+
0,3.1445524968877105,0
1,8.790979042369509,1-5
2,17.45325913752657,1-5
0,3.974120324104796,0
1,9.677750106268032,0
2,15.900481386506328,5+
0,4.6310651862158485,0
1,9.422556539274007,0
0,3.3047062364007553,0
2,16.95092754827921,5+
2,17.307196643637884,5+
2,13.817341305877314,1-5
1,8.47597140911362,0
2,15.220189657622994,1-5
2,14.535462205089809,1-5
0,5.005965553455865,0
2,14.771727797593387,5+
0,6.665056067806603,0
1,10.690548594343596,1-5
0,4.712574030632215,0
0,5.526986263319732,1-5
0,5.6059004243573085,1-5
1,8.936052511941757,1-5
0,3.683782755458035,0
1,9.578143062969648,1-5
0,5.361636124497944,0
0,4.639060398653418,1-5
1,7.923003517809002,1-5
2,14.697175556049158,5+
0,4.426027136405622,1-5
1,9.424334395674169,1-5
2,17.47254217678981,5+
1,8.114012057601002,0
0,5.0055892418358745,0
0,5.98911310832829,0
2,17.771449745422796,1-5
0,4.095602576816039,1-5
2,15.9914294527202,1-5
1,10.069760357198646,1-5
2,15.69548173155329,5+
2,15.401154798760693,5+
2,15.935975389500046,1-5
0,1.9677539147803147,1-5
2,16.18206949006263,5+
1,9.626177903661967,1-5
1,9.277525103221734,0
1,11.546862195719559,1-5
2,14.825065981209448,5+
2,15.09692401093497,5+
2,17.491553302204736,5+
